GeneID	Genename	Genebiotype	Chr	Start	End	Strand	GTEX-15ER7-3126-SM-7KUGH	GTEX-YFC4-3126-SM-5PNV6	GTEX-15SHU-3126-SM-6M46H	GTEX-1HBPH-3126-SM-9WYUV	GTEX-RNOR-2326-SM-2TF4I	GTEX-13SLX-3126-SM-5S2Q5	GTEX-RU72-3026-SM-CYPRV	GTEX-14A5I-2926-SM-5Q5CQ	GTEX-11GSP-3226-SM-5986O	GTEX-12WSD-3126-SM-5HL7P	GTEX-13O3O-3126-SM-5KM3H	GTEX-14DAQ-3126-SM-62LDS	GTEX-1EWIQ-3126-SM-7MXTI	GTEX-P44G-2426-SM-2I5ER	GTEX-11ZUS-2926-SM-5FQSL	GTEX-1HT8W-3026-SM-CGQEO	GTEX-WZTO-2926-SM-3NM9I	GTEX-13NYB-3026-SM-5IJD7	GTEX-14JG1-3026-SM-5YYAA	GTEX-17MF6-2926-SM-7LTAW	GTEX-1EN7A-3026-SM-7PBYT	GTEX-1KD4Q-2926-SM-D3L9N	GTEX-15RJE-3026-SM-7KUM1	GTEX-13OW6-3026-SM-5J2MI	GTEX-13PVQ-3026-SM-5SI93	GTEX-14BIL-3026-SM-7EWD4	GTEX-17HII-3026-SM-7EWFM	GTEX-18465-3026-SM-7LG6Y	GTEX-1B8SG-1726-SM-73KXK	GTEX-1C6VQ-3026-SM-7IGPU	GTEX-1GZ4I-3026-SM-9KNTX	GTEX-1JMLX-2926-SM-CL54C	GTEX-T6MN-2626-SM-32PMQ	GTEX-1HCVE-3026-SM-CL54G	GTEX-11DXY-3226-SM-5GIDE	GTEX-12ZZZ-3026-SM-5BC67	GTEX-1399T-3026-SM-5KLZC	GTEX-18A6Q-2926-SM-718AR	GTEX-1AX9I-3026-SM-73KUH	GTEX-1B8L1-3026-SM-7EPHK	GTEX-1EKGG-2926-SM-7EPIH	GTEX-1GF9V-2926-SM-7PBXO	GTEX-1GN2E-3026-SM-9WG6I	GTEX-1GN73-3126-SM-9KNTY	GTEX-1IKJJ-2926-SM-A9G2N	GTEX-1IKK5-2926-SM-ARU7Q	GTEX-1JJEA-2826-SM-ARU8R	GTEX-1NV8Z-3126-SM-E76R3	GTEX-1RQEC-2926-SM-EVR5A	GTEX-1I1HK-2826-SM-CKZPL	GTEX-1JJ6O-3126-SM-CNNP8
ENSG00000086570.12	FAT2	protein_coding	chr5	151504093	151568944	-	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OO-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000086730.16	LAT2	protein_coding	chr7	74199652	74229834	+	1	3	1	1	1	1	1	1	2	1	1	2	1	4	1	1	1	1	1	1	1	1	OO-9	1	3	1	1	1	0	0	1	1	1	3	2	1	2	1	2	2	1	1	1	2	1	2	1	1	1	1	3
ENSG00000087074.7	PPP1R15A	protein_coding	chr19	48872392	48876057	+	17	29	26	24	21	OO-88	43	17	OO-93	19	36	27	20	33	25	30	36	29	26	16	11	24	22	29	57	17	75	28	12	15	26	24	31	30	26	20	27	26	24	26	36	29	20	OO-120	11	OO-112	20	27	15	19	29
ENSG00000087253.12	LPCAT2	protein_coding	chr16	55508998	55586670	+	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	OO-7	2	1	1	0	1	1	0	1	1	1	2	2	2	2	1	1	2	1	1	1	2	0	2	1	1	1	1	2
ENSG00000088882.7	CPXM1	protein_coding	chr20	2794069	2800637	-	2	1	2	1	1	1	1	0	1	1	0	OO-6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	0	1	1	0	1	1	1	1	0	1	OO-7	1	1	0	0	2	1	0	1	0	1
ENSG00000089127.12	OAS1	protein_coding	chr12	112906777	112933222	+	1	1	1	1	1	2	1	1	1	2	1	2	1	0	2	1	1	3	1	1	1	1	2	3	1	1	1	2	0	0	1	1	2	1	2	2	1	2	1	2	2	1	1	1	1	1	2	1	OO-6	1	1
ENSG00000089157.15	RPLP0	protein_coding	chr12	120196686	120201235	-	213	222	208	198	200	221	238	206	153	185	192	217	166	207	164	196	271	230	181	157	182	180	OO-406	255	179	194	192	235	90	228	198	212	207	200	196	179	196	212	179	215	235	177	164	173	149	204	140	258	182	185	215
ENSG00000089327.14	FXYD5	protein_coding	chr19	35154730	35169883	+	5	3	7	2	2	3	4	3	6	7	3	11	5	3	3	3	5	4	3	6	3	3	OO-19	5	6	4	3	3	2	4	5	3	2	3	6	5	7	4	3	4	11	5	3	3	1	5	4	3	2	3	5
ENSG00000089820.15	ARHGAP4	protein_coding	chrX	153907367	153928419	-	4	7	7	4	5	6	3	4	5	5	4	6	5	5	6	5	7	7	6	5	4	5	OO-23	6	6	4	5	4	1	3	5	5	5	8	7	5	9	5	5	5	9	5	3	6	3	9	5	6	4	4	6
ENSG00000090339.8	ICAM1	protein_coding	chr19	10270835	10285800	+	1	3	1	3	1	8	2	1	OO-17	3	2	3	1	OO-23	1	1	2	1	1	4	1	1	8	1	OO-13	2	3	1	8	2	2	1	3	2	2	1	2	1	1	2	3	2	2	10	1	3	2	1	1	2	8
ENSG00000090382.6	LYZ	protein_coding	chr12	69348341	69354234	+	2	1	2	0	1	0	2	1	2	1	0	3	1	1	0	0	1	0	0	1	OO-28	4	3	1	1	1	1	0	1	1	1	0	1	1	1	4	1	1	1	0	1	1	0	2	2	2	1	1	1	1	1
ENSG00000091436.16	MAP3K20	protein_coding	chr2	173075435	173268010	+	4	2	3	3	3	2	3	3	3	3	2	5	3	4	2	2	10	2	2	1	3	2	OO-17	3	2	4	2	2	2	3	4	3	2	3	3	4	4	3	2	3	4	3	2	2	2	3	3	2	2	2	3
ENSG00000091704.9	CPA1	protein_coding	chr7	130380339	130388114	+	0	0	1	0	0	5	0	7	0	2	2	0	3	1	0	2	4	0	0	2	1	0	0	1	5	2	OO-19	0	OO-29	4	0	0	0	0	5	12	0	OO-441	1	1	1	0	2	0	0	0	0	0	0	1	3
ENSG00000092529.23	CAPN3	protein_coding	chr15	42359500	42412317	+	6	49	11	10	18	24	10	13	22	27	15	15	12	4	16	9	10	54	17	16	7	18	6	35	OO-95	12	7	10	4	6	13	19	39	15	32	15	22	15	17	11	21	29	24	39	12	23	11	24	10	44	14
ENSG00000095303.14	PTGS1	protein_coding	chr9	122370530	122395703	+	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	1	2	1	1	0	0	1	OO-5	2	1	0	1	1	0	0	1	1	1	2	2	1	1	1	1	1	1	1	0	2	1	1	1	1	0	1	1
ENSG00000095370.19	SH2D3C	protein_coding	chr9	127738317	127778741	-	11	16	12	14	15	16	11	8	8	12	15	13	11	12	11	16	15	13	12	5	6	13	12	16	13	12	13	16	3	7	15	14	14	14	12	13	12	15	13	14	14	11	11	OO-34	7	15	10	20	8	10	13
ENSG00000096088.16	PGC	protein_coding	chr6	41736711	41754109	-	1	1	1	0	0	0	0	0	1	4	1	0	0	7	7	0	0	0	1	1	OO-34	2	1	0	2	2	2	1	1	1	0	0	0	0	3	1	1	3	3	0	1	0	3	1	0	0	0	0	0	0	3
ENSG00000096433.10	ITPR3	protein_coding	chr6	33620365	33696574	+	5	5	7	5	4	5	5	4	5	6	3	8	5	6	4	5	8	5	4	5	3	5	OO-14	6	8	6	4	4	2	6	5	6	5	6	4	7	6	6	6	6	OO-13	5	5	4	3	5	5	5	3	5	6
ENSG00000096696.13	DSP	protein_coding	chr6	7541575	7586717	+	2	1	OO-11	1	1	1	1	1	1	1	1	OO-22	1	3	1	2	OO-13	1	1	1	1	1	4	1	3	1	1	1	1	1	1	2	1	1	OO-6	3	2	1	1	1	OO-37	1	1	1	0	1	2	1	0	1	1
ENSG00000099937.10	SERPIND1	protein_coding	chr22	20773879	20787720	+	0	0	4	0	0	0	0	0	0	0	0	OO-22	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	OO-8	1	0	0	0	0	OO-23	0	0	0	0	0	0	0	0	0	0
ENSG00000099958.14	DERL3	protein_coding	chr22	23834517	23839012	-	1	2	1	2	2	2	2	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	2	0	2	2	1	2	2	1	2	2	2	2	1	2	1	1	OO-5	1	2	1	3	2	2	2
ENSG00000099998.17	GGT5	protein_coding	chr22	24219654	24245142	-	12	12	13	9	8	7	12	12	9	10	15	12	13	21	8	7	14	7	8	29	9	9	OO-58	11	21	22	21	10	8	21	12	9	10	19	9	10	14	15	16	15	12	13	13	8	9	15	14	9	7	10	18
ENSG00000100055.20	CYTH4	protein_coding	chr22	37282027	37315345	+	2	2	2	2	2	1	1	1	1	2	1	3	2	7	2	1	2	1	2	2	2	1	OO-11	2	8	1	1	1	1	0	2	1	1	3	3	1	3	1	2	3	4	1	0	5	1	2	1	1	1	1	5
ENSG00000100139.13	MICALL1	protein_coding	chr22	37905657	37942822	+	3	5	2	3	3	3	3	2	3	4	2	3	2	4	3	2	5	5	3	3	2	3	6	4	OO-13	3	3	3	1	2	3	3	3	3	3	3	4	3	3	3	5	4	4	5	2	4	3	4	2	5	3
ENSG00000100292.16	HMOX1	protein_coding	chr22	35380361	35394214	+	3	4	3	3	3	3	3	4	9	5	3	4	3	7	3	2	4	4	4	4	4	3	OO-23	4	9	7	4	3	2	7	4	3	3	4	6	4	4	4	3	3	5	3	3	5	3	12	3	4	5	3	9
ENSG00000100300.17	TSPO	protein_coding	chr22	43151514	43163242	+	15	16	15	13	10	14	22	16	26	22	14	21	19	13	9	15	26	27	13	24	17	12	OO-64	23	20	16	17	17	7	31	16	16	15	17	17	17	25	16	12	16	26	16	15	14	12	19	16	17	14	16	24
ENSG00000100345.20	MYH9	protein_coding	chr22	36281281	36388018	-	41	48	45	43	44	45	35	36	40	41	40	61	41	68	37	45	97	37	38	27	25	42	OO-123	45	65	51	47	52	15	31	72	46	45	48	46	53	48	50	43	44	70	43	43	64	22	61	43	38	19	32	60
ENSG00000100365.14	NCF4	protein_coding	chr22	36860988	36878015	+	1	3	2	1	1	1	1	1	1	2	2	2	1	3	2	1	1	1	1	2	5	1	OO-14	1	3	1	2	1	1	0	2	1	1	3	3	2	3	1	1	1	3	1	0	2	1	3	1	1	1	1	3
ENSG00000100504.16	PYGL	protein_coding	chr14	50857891	50944736	-	4	3	4	2	3	2	4	7	4	2	3	4	4	7	2	3	6	2	2	4	5	2	OO-16	2	6	4	4	4	2	4	6	3	2	4	4	5	4	3	2	2	4	3	2	5	2	5	3	3	3	2	7
ENSG00000100985.7	MMP9	protein_coding	chr20	46008908	46016561	+	1	1	0	0	0	0	0	3	1	0	1	0	0	4	0	0	0	0	0	3	1	0	3	0	5	0	OO-7	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
ENSG00000101000.5	PROCR	protein_coding	chr20	35172073	35216240	+	2	1	2	1	2	1	1	1	1	2	1	3	2	3	1	1	4	1	1	2	1	2	OO-13	1	1	1	1	1	0	1	1	1	2	1	3	2	4	2	2	2	4	3	1	1	1	2	3	2	1	1	1
ENSG00000101255.10	TRIB3	protein_coding	chr20	362835	397559	+	3	4	3	4	4	4	4	3	1	3	3	3	5	4	3	5	4	4	4	2	1	4	4	4	3	2	3	4	1	4	4	3	5	3	3	4	3	4	3	3	4	3	3	OO-11	2	4	3	5	5	4	3
ENSG00000102007.10	PLP2	protein_coding	chrX	49171926	49175239	+	7	5	12	5	4	4	8	7	10	7	5	13	5	9	4	6	23	5	4	8	10	4	OO-46	6	12	9	8	5	4	11	6	6	4	6	9	7	11	6	4	4	14	8	6	6	4	8	9	7	5	5	12
ENSG00000102024.17	PLS3	protein_coding	chrX	115561174	115650861	+	24	27	22	25	26	19	24	22	19	19	17	34	21	27	19	31	64	27	26	12	16	23	OO-66	25	29	23	17	27	13	15	36	24	26	32	33	31	30	26	20	25	26	26	18	21	11	26	23	29	16	19	26
ENSG00000102265.11	TIMP1	protein_coding	chrX	47582313	47586789	+	11	13	24	10	7	11	11	13	24	16	12	33	13	34	6	11	24	11	6	17	15	7	OO-88	12	OO-91	13	11	10	8	22	15	10	8	11	17	17	17	11	7	9	33	16	8	20	8	20	13	10	9	10	41
ENSG00000102554.13	KLF5	protein_coding	chr13	73054976	73077542	+	2	1	OO-9	2	2	1	2	2	1	1	1	OO-9	1	2	1	2	OO-10	1	2	0	1	1	3	2	1	1	2	2	0	1	2	1	1	2	4	4	1	2	1	1	OO-17	1	1	1	1	2	1	2	1	1	1
ENSG00000102837.6	OLFM4	protein_coding	chr13	53028759	53052057	+	1	0	1	1	1	1	1	2	0	1	1	1	2	2	1	2	1	1	1	1	OO-5	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	0	0	1
ENSG00000102924.11	CBLN1	protein_coding	chr16	49277917	49281831	-	6	6	4	4	6	5	4	4	1	2	2	4	3	6	5	8	10	6	6	1	2	OO-34	2	5	3	3	5	5	1	1	5	5	7	6	6	6	2	7	3	5	4	3	2	3	2	4	3	6	3	3	2
ENSG00000103089.8	FA2H	protein_coding	chr16	74712955	74774831	-	4	34	8	6	13	16	7	6	10	16	7	10	10	3	10	6	8	OO-65	12	9	3	12	3	25	27	7	4	4	2	4	8	9	28	12	18	10	14	8	10	6	16	23	18	25	6	13	8	16	5	32	11
ENSG00000103490.13	PYCARD	protein_coding	chr16	31201485	31202459	-	2	2	3	2	3	2	2	3	3	3	1	7	3	2	3	3	4	2	3	4	3	2	OO-15	3	2	2	2	4	0	1	3	2	3	5	4	3	5	3	3	4	4	2	1	1	2	3	2	4	2	1	2
ENSG00000103888.16	CEMIP	protein_coding	chr15	80779343	80951776	+	6	7	16	5	10	5	2	3	3	3	3	OO-26	4	4	5	6	11	6	5	1	1	4	6	5	2	3	4	4	1	2	6	5	8	5	12	7	6	5	5	5	OO-42	6	3	10	2	10	6	7	2	3	4
ENSG00000104213.12	PDGFRL	protein_coding	chr8	17576433	17643794	+	1	1	2	1	1	2	1	1	1	1	1	OO-6	1	1	0	1	4	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	OO-9	1	1	1	1	1	1	1	1	1	2
ENSG00000104879.4	CKM	protein_coding	chr19	45306414	45322977	-	8	2	1	6	4	1	3	5	3	2	2	5	1	8	7	1	13	11	0	3	3	3	12	5	4	1	1	13	3	0	2	OO-46	6	4	8	4	7	2	2	1	1	3	1	1	3	0	0	22	0	2	1
ENSG00000104885.17	DOT1L	protein_coding	chr19	2164149	2232578	+	5	9	7	7	7	7	7	5	5	7	7	6	6	5	7	6	7	8	7	3	3	7	11	10	OO-20	6	6	6	2	4	9	8	9	8	7	7	7	8	6	5	9	6	7	16	5	8	6	9	3	8	7
ENSG00000104894.11	CD37	protein_coding	chr19	49335171	49340594	+	1	1	2	2	2	1	1	1	2	2	1	4	2	2	3	1	2	1	2	2	2	1	OO-15	2	2	1	2	2	0	1	2	1	1	5	4	1	4	1	2	3	3	1	1	2	1	3	1	1	1	1	2
ENSG00000105246.5	EBI3	protein_coding	chr19	4229498	4237531	+	1	1	1	1	1	0	1	1	1	1	1	2	0	3	1	0	1	0	1	1	0	1	OO-6	1	2	1	1	1	0	0	1	1	1	2	2	1	1	1	1	1	2	1	0	1	1	1	0	1	0	0	3
ENSG00000105281.12	SLC1A5	protein_coding	chr19	46774883	46787814	-	1	1	1	1	1	0	1	1	1	0	1	2	1	5	1	0	3	1	0	1	1	0	OO-12	1	2	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	2	0	2	1	0	1	0	2
ENSG00000105329.9	TGFB1	protein_coding	chr19	41301705	41353911	-	6	8	8	8	6	7	8	7	13	11	6	12	8	12	6	5	11	8	6	8	8	7	OO-30	10	10	10	10	7	4	10	11	8	5	11	9	9	13	8	6	10	11	7	7	9	6	11	9	7	4	5	12
ENSG00000105427.9	CNFN	protein_coding	chr19	42387019	42390287	-	2	2	3	1	2	2	2	0	1	2	1	2	1	0	2	OO-10	3	2	2	1	1	2	1	2	3	1	1	2	0	1	2	1	1	1	OO-11	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2
ENSG00000105559.11	PLEKHA4	protein_coding	chr19	48837097	48868632	-	1	2	3	1	2	2	2	1	2	2	1	4	2	3	1	2	5	3	1	2	1	1	OO-11	3	6	2	2	3	1	1	3	1	2	2	3	3	3	2	2	2	7	2	2	2	2	3	2	2	3	2	4
ENSG00000105641.3	SLC5A5	protein_coding	chr19	17871973	17895174	+	0	0	4	0	0	0	0	0	0	0	0	OO-21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	OO-18	0	0	0	0	0	1	0	0	0	0
ENSG00000106034.17	CPED1	protein_coding	chr7	120988677	121297444	+	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	OO-7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0
ENSG00000106211.8	HSPB1	protein_coding	chr7	76302544	76304295	+	85	96	94	63	55	331	248	172	OO-640	117	120	140	123	131	62	76	220	127	71	98	66	86	224	123	376	181	268	101	68	203	115	94	69	83	108	120	165	109	62	94	134	96	97	430	63	432	98	79	60	59	180
ENSG00000106333.12	PCOLCE	protein_coding	chr7	100602177	100608175	+	4	5	10	3	3	4	3	2	4	5	3	OO-23	3	3	3	3	11	4	3	3	2	4	11	3	4	4	4	4	2	3	3	3	3	3	8	5	7	4	3	3	OO-27	4	3	2	2	8	5	4	3	4	3
ENSG00000106366.8	SERPINE1	protein_coding	chr7	101127089	101139266	+	1	1	1	1	1	4	0	1	OO-6	2	1	2	0	OO-6	1	1	3	1	1	0	2	1	2	1	OO-6	1	1	1	4	1	1	1	1	1	1	1	1	0	1	1	1	3	1	OO-7	1	OO-7	1	1	0	1	1
ENSG00000106483.11	SFRP4	protein_coding	chr7	37905932	38025695	-	1	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0	OO-5	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0
ENSG00000106511.5	MEOX2	protein_coding	chr7	15611212	15686812	-	0	0	3	0	1	0	0	0	0	0	0	2	0	0	0	1	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	OO-5	0	0	0	0	0	0	1	0	0	0
ENSG00000106560.10	GIMAP2	protein_coding	chr7	150685700	150693641	+	2	1	1	1	2	0	2	1	1	2	1	2	2	1	2	1	2	1	1	2	1	1	OO-5	1	1	2	1	1	0	1	2	1	1	2	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2
ENSG00000106799.12	TGFBR1	protein_coding	chr9	99104038	99154192	+	2	3	3	2	2	2	2	2	3	2	2	3	2	3	2	2	4	2	2	3	2	3	OO-10	3	3	2	2	1	1	1	3	2	2	3	3	3	3	2	2	2	4	2	2	3	1	3	2	3	2	2	3
ENSG00000106809.10	OGN	protein_coding	chr9	92383967	92404696	-	1	1	OO-30	0	0	0	0	0	1	1	0	OO-56	1	2	0	1	OO-25	0	0	0	3	0	OO-9	0	0	1	0	0	1	1	1	0	1	0	OO-12	OO-7	3	0	0	1	OO-59	2	0	0	0	3	2	0	0	0	0
ENSG00000106823.12	ECM2	protein_coding	chr9	92493554	92536655	-	2	1	4	1	1	0	0	0	1	2	0	OO-8	1	1	1	1	OO-9	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	0	0	2	2	2	1	1	1	OO-8	2	1	0	0	2	2	1	1	1	1
ENSG00000106991.13	ENG	protein_coding	chr9	127815012	127854756	-	26	19	19	16	17	13	16	12	21	35	13	29	27	17	13	17	21	15	18	20	16	13	OO-96	21	33	22	25	12	8	31	18	27	21	19	21	25	43	26	23	28	39	16	17	17	9	28	30	18	7	14	29
ENSG00000107719.8	PALD1	protein_coding	chr10	70478821	70568449	+	10	9	10	12	9	9	10	7	10	12	9	11	9	7	10	8	11	8	10	13	8	10	OO-27	12	8	9	11	10	4	7	14	11	9	14	11	12	13	10	10	13	13	8	11	13	7	15	9	11	6	8	10
ENSG00000107736.19	CDH23	protein_coding	chr10	71396934	71815947	+	1	2	2	1	1	1	2	2	2	1	1	2	1	1	1	1	3	2	1	1	1	2	OO-5	2	2	2	2	1	0	2	2	2	1	2	1	2	2	2	1	1	4	2	1	2	1	2	2	1	1	1	2
ENSG00000107968.9	MAP3K8	protein_coding	chr10	30433937	30461833	+	2	3	2	2	1	2	1	2	2	3	3	3	2	3	1	2	3	2	2	6	3	2	OO-16	2	3	2	3	1	2	3	2	2	3	4	2	3	2	2	2	1	3	2	2	5	1	6	3	2	1	2	4
ENSG00000108342.12	CSF3	protein_coding	chr17	40015361	40017813	+	0	6	0	1	0	4	1	0	OO-16	0	0	1	0	OO-172	0	0	2	0	0	3	0	0	7	1	OO-27	0	8	0	OO-19	0	0	0	0	0	0	0	0	0	0	0	1	2	1	9	1	5	0	0	0	0	OO-16
ENSG00000108798.8	ABI3	protein_coding	chr17	49210227	49223225	+	1	1	2	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	2	1	1	OO-13	2	3	1	1	1	0	1	1	1	1	3	2	1	3	1	2	2	2	1	1	1	1	2	1	1	1	1	4
ENSG00000108950.11	FAM20A	protein_coding	chr17	68535113	68601389	-	1	1	OO-11	1	0	0	0	0	0	1	1	OO-10	0	1	1	1	OO-9	1	1	0	0	0	OO-5	1	1	0	0	0	0	0	0	0	1	1	2	1	1	1	0	1	OO-19	1	0	1	0	1	1	1	0	0	1
ENSG00000109089.7	CDR2L	protein_coding	chr17	74987632	75005800	+	9	21	9	13	14	18	10	8	10	12	11	12	10	10	11	12	14	23	12	8	5	16	9	16	OO-44	10	9	12	2	6	10	13	18	11	13	14	11	15	13	14	12	15	16	24	9	20	10	16	6	16	12
ENSG00000109846.7	CRYAB	protein_coding	chr11	111908565	111923722	-	84	305	95	79	132	252	316	157	312	142	99	145	107	77	85	100	127	364	129	156	73	117	138	217	OO-625	163	126	78	72	208	151	115	155	152	172	116	159	103	92	96	152	180	153	249	95	189	103	179	85	216	159
ENSG00000110077.14	MS4A6A	protein_coding	chr11	60172014	60184666	-	0	1	1	0	1	0	0	0	1	0	0	2	1	1	1	0	1	0	1	2	1	0	OO-20	0	1	0	0	1	0	0	1	0	0	1	2	1	1	0	1	1	1	0	0	0	0	2	0	1	0	0	2
ENSG00000110079.16	MS4A4A	protein_coding	chr11	60280541	60308972	+	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	OO-9	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	2	0	0	0	0	2
ENSG00000110324.10	IL10RA	protein_coding	chr11	117986348	118001479	+	2	2	2	2	2	2	1	1	3	1	1	4	1	1	3	2	4	2	1	2	1	3	OO-10	2	2	1	2	1	1	0	2	2	2	3	2	2	2	2	2	2	3	2	1	4	1	5	1	2	1	1	2
ENSG00000110422.11	HIPK3	protein_coding	chr11	33256672	33357023	+	9	9	8	9	7	6	7	8	7	7	8	10	6	14	7	8	13	6	7	7	5	8	OO-24	9	12	7	7	6	4	7	13	7	7	11	9	11	8	6	7	7	8	7	5	11	4	9	5	7	4	6	12
ENSG00000110492.15	MDK	protein_coding	chr11	46380756	46383837	+	8	10	11	9	7	9	8	13	12	10	6	13	9	3	6	9	13	12	8	13	9	6	11	13	10	14	9	7	3	OO-57	17	8	8	8	9	9	13	7	5	7	14	8	6	8	5	6	8	9	8	6	7
ENSG00000110719.9	TCIRG1	protein_coding	chr11	68039016	68050664	+	6	6	7	6	5	6	6	5	6	7	5	9	6	6	5	5	10	7	5	6	7	6	OO-23	8	8	6	7	5	3	6	7	8	5	8	7	8	11	8	7	7	12	7	5	7	6	10	7	6	4	5	8
ENSG00000110799.13	VWF	protein_coding	chr12	5948874	6124770	-	16	10	17	12	11	9	13	13	13	17	9	20	15	22	7	7	17	8	8	32	11	6	OO-95	10	14	32	18	7	3	41	15	16	10	22	14	12	24	15	16	19	20	11	12	9	6	21	16	8	3	9	36
ENSG00000111057.10	KRT18	protein_coding	chr12	52948871	52952901	+	1	0	2	0	0	1	0	1	1	1	0	3	1	1	0	1	2	1	0	1	1	1	OO-8	0	1	1	1	0	0	2	1	0	1	0	1	1	1	1	1	1	OO-9	1	0	1	1	1	1	0	0	0	1
ENSG00000111245.14	MYL2	protein_coding	chr12	110910819	110920577	-	4	3	1	4	4	1	1	6	3	1	1	3	1	12	9	0	8	8	1	2	5	2	10	9	3	2	2	8	1	0	1	OO-46	5	2	5	2	10	1	2	0	1	3	0	2	6	0	0	11	0	2	1
ENSG00000111266.8	DUSP16	protein_coding	chr12	12474210	12562383	-	7	10	6	8	7	7	8	7	11	8	6	9	6	9	6	9	10	11	8	6	5	8	9	11	OO-26	7	6	10	3	6	11	8	9	8	8	10	8	8	7	7	9	8	9	21	5	9	6	9	5	10	9
ENSG00000111321.10	LTBR	protein_coding	chr12	6375225	6391563	+	6	6	6	5	5	3	9	4	8	6	6	9	7	10	3	4	8	6	5	9	5	5	OO-26	7	13	7	9	5	3	8	8	7	5	7	6	9	7	7	6	5	11	7	4	9	4	7	8	5	5	4	14
ENSG00000111348.8	ARHGDIB	protein_coding	chr12	14942017	14961728	-	15	10	15	12	15	9	11	15	11	14	13	20	15	18	13	12	14	10	14	10	21	10	OO-44	14	15	13	12	22	7	8	17	13	9	19	17	12	19	12	13	16	15	11	10	9	7	19	10	12	9	8	19
ENSG00000111679.16	PTPN6	protein_coding	chr12	6946468	6961316	+	2	2	2	1	2	2	1	2	2	2	3	3	1	3	2	1	2	2	2	3	3	2	OO-10	2	4	1	1	2	1	1	2	2	2	4	3	2	3	2	2	2	3	2	1	4	1	3	2	1	1	1	4
ENSG00000111783.12	RFX4	protein_coding	chr12	106582907	106762803	+	13	16	11	15	7	5	20	16	20	16	14	15	12	15	3	5	9	9	10	14	17	11	32	15	14	15	15	10	8	14	21	17	6	16	13	13	15	13	8	7	15	13	15	OO-38	11	14	12	14	14	12	33
ENSG00000112144.15	ICK	protein_coding	chr6	53001279	53061802	-	6	7	4	4	5	4	4	5	4	5	4	5	4	4	4	4	7	7	5	4	4	5	5	7	OO-18	4	4	5	3	4	7	5	6	6	6	7	5	6	4	4	5	5	4	8	3	5	4	5	3	7	4
ENSG00000112175.7	BMP5	protein_coding	chr6	55753645	55875564	-	0	0	OO-7	0	0	0	0	0	0	0	0	OO-6	0	0	0	0	OO-8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	OO-13	0	0	0	0	1	0	0	0	0	0
ENSG00000112183.14	RBM24	protein_coding	chr6	17281346	17293875	+	4	6	5	4	7	5	5	5	2	3	7	6	6	6	4	6	OO-21	4	5	1	2	5	4	7	4	4	4	6	2	1	7	4	5	6	5	7	4	5	3	4	6	5	1	10	2	7	4	5	3	4	4
ENSG00000112303.13	VNN2	protein_coding	chr6	132743870	132763459	-	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	OO-5	0	2	0	2	1	1	0	1	0	1	0	0	3	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1
ENSG00000112312.9	GMNN	protein_coding	chr6	24774931	24786099	+	9	6	9	8	6	5	13	18	10	7	7	7	6	7	4	7	8	5	5	13	8	7	8	8	5	10	10	8	4	OO-30	10	10	7	13	6	9	7	6	6	4	6	7	5	5	6	8	5	7	5	5	6
